#,Text,Gloss,NpyFilesRoot
1730,we need to update your vaccination record when was your last vaccine?,VACCINE RECORD UPDATE NEED LAST VACCINE WHEN?,/VACCINE RECORD UPDATE NEED LAST VACCINE WHEN?/*.npy
1731,we need your consent for this procedure,THIS PROCEDURE YOUR CONSENT WE NEED,/THIS PROCEDURE YOUR CONSENT WE NEED/*.npy
1732,We offer childbirth classes for parents,PRENATAL CARE CHILDBIRTH CLASSES OFFER WE,/PRENATAL CARE CHILDBIRTH CLASSES OFFER WE/*.npy
1733,we offer counseling services if you need someone to talk to,COUNSELING SERVICES NEED? WE OFFER,/COUNSELING SERVICES NEED? WE OFFER/*.npy
1734,We offer counseling services if you need to talk to someone,COUNSELING SERVICES NEED? WE OFFER,/COUNSELING SERVICES NEED? WE OFFER/*.npy
1735,We offer nutritional counseling to help with the diet,DIET HELP NUTRITIONAL COUNSELING WE OFFER,/DIET HELP NUTRITIONAL COUNSELING WE OFFER/*.npy
1736,we offer nutritional counseling to help with your diet,DIET HELP NUTRITIONAL COUNSELING WE OFFER,/DIET HELP NUTRITIONAL COUNSELING WE OFFER/*.npy
1737,We offer parental childbirth classes,PRENATAL CARE CHILDBIRTH CLASSES OFFER WE,/PRENATAL CARE CHILDBIRTH CLASSES OFFER WE/*.npy
1738,we offer rehabilitation services post-surgery,POST-SURGERY REHABILITATION SERVICES OFFER,/POST-SURGERY REHABILITATION SERVICES OFFER/*.npy
1739,we offer services for  post-surgery rehabilitation,POST-SURGERY REHABILITATION SERVICES OFFER,/POST-SURGERY REHABILITATION SERVICES OFFER/*.npy
1740,we offer support services for patients with chronic conditions,CHRONIC CONDITIONS PATIENTS SUPPORT SERVICES WE OFFER,/CHRONIC CONDITIONS PATIENTS SUPPORT SERVICES WE OFFER/*.npy
1741,We offer support services for people with chronic conditions,CHRONIC CONDITIONS PATIENTS SUPPORT SERVICES WE OFFER,/CHRONIC CONDITIONS PATIENTS SUPPORT SERVICES WE OFFER/*.npy
1742,we offer various support groups,SUPPORT GROUPS VARIOUS WE OFFER,/SUPPORT GROUPS VARIOUS WE OFFER/*.npy
1743,we offer various support groups for patients,SUPPORT GROUPS VARIOUS WE OFFER,/SUPPORT GROUPS VARIOUS WE OFFER/*.npy
1744,we recommend getting a flu shot annually,FLU SHOT ANNUALLY WE RECOMMEND,/FLU SHOT ANNUALLY WE RECOMMEND/*.npy
1745,We recommend getting a flu shot yearly,FLU SHOT ANNUALLY WE RECOMMEND,/FLU SHOT ANNUALLY WE RECOMMEND/*.npy
1746,we recommend keeping a journal of your symptoms for better tracking,SYMPTOM JOURNAL KEEP RECOMMEND,/SYMPTOM JOURNAL KEEP RECOMMEND/*.npy
1747,we recommend regular screenings for your condition when was your last screening?,SCREENING REGULAR RECOMMEND LAST WHEN?,/SCREENING REGULAR RECOMMEND LAST WHEN?/*.npy
1748,we recommend scheduling regular check-ups for ongoing monitoring,CHECK-UP REGULAR SCHEDULE RECOMMEND,/CHECK-UP REGULAR SCHEDULE RECOMMEND/*.npy
1749,We recommend to keep a journal of the symptoms,SYMPTOM JOURNAL KEEP RECOMMEND,/SYMPTOM JOURNAL KEEP RECOMMEND/*.npy
1750,we require your consent for this procedure,THIS PROCEDURE YOUR CONSENT WE NEED,/THIS PROCEDURE YOUR CONSENT WE NEED/*.npy
1751,we should assess the risk factors,RISK FACTORS ASSESS NEED,/RISK FACTORS ASSESS NEED/*.npy
1752,We should discuss options for birth control,BIRTH CONTROL OPTIONS DISCUSS,/BIRTH CONTROL OPTIONS DISCUSS/*.npy
1753,We should discuss the importance of mental health,MENTAL HEALTH IMPORTANCE DISCUSS,/MENTAL HEALTH IMPORTANCE DISCUSS/*.npy
1754,We should discuss the importance of regular mammograms,MAMMOGRAMS REGULAR IMPORTANCE DISCUSS,/MAMMOGRAMS REGULAR IMPORTANCE DISCUSS/*.npy
1755,We should discuss your caffeine and tobacco usage,CAFFEINE TOBACCO USE DISCUSS,/CAFFEINE TOBACCO USE DISCUSS/*.npy
1756,We should discuss your exposure to environmental toxins,ENVIRONMENTAL TOXINS EXPOSURE DISCUSS,/ENVIRONMENTAL TOXINS EXPOSURE DISCUSS/*.npy
1757,we should schedule a follow-up appointment to monitor your progress,NEED SCHEDULE FOLLOW-UP APPOINTMENT MONITOR PROGRESS,/NEED SCHEDULE FOLLOW-UP APPOINTMENT MONITOR PROGRESS/*.npy
1758,We will check for abnormalities in your bloodwork,BLOOD WORK ABNORMALITIES CHECK WE DO,/BLOOD WORK ABNORMALITIES CHECK WE DO/*.npy
1759,We will check for signs of infection,INFECTION SIGNS CHECK WE DO,/INFECTION SIGNS CHECK WE DO/*.npy
1760,we will check your heart,HEART CHECK DO WILL,/HEART CHECK DO WILL/*.npy
1761,We will check your reflexes now,NOW WE CHECK YOUR REFLEX,/NOW WE CHECK YOUR REFLEX/*.npy
1762,We will discuss managing high blood pressure,HIGH BLOOD PRESSURE MANAGE OPTIONS DISCUSS,/HIGH BLOOD PRESSURE MANAGE OPTIONS DISCUSS/*.npy
1763,We will discuss the plan to manage asthma,ASTHMA MANAGE PLAN DISCUSS WE WILL,/ASTHMA MANAGE PLAN DISCUSS WE WILL/*.npy
1764,We will discuss the progress since the last visit,LAST VISIT PROGRESS DISCUSS WE WILL,/LAST VISIT PROGRESS DISCUSS WE WILL/*.npy
1765,We will discuss the recovery plan next steps ,RECOVERY PLAN NEXT STEPS DISCUSS WE WILL,/RECOVERY PLAN NEXT STEPS DISCUSS WE WILL/*.npy
1766,We will do a check for your heart,HEART CHECK DO WILL,/HEART CHECK DO WILL/*.npy
1767,we will do a hearing test,HEARING TEST DO WILL,/HEARING TEST DO WILL/*.npy
1768,we will do a routine checkup,ROUTINE CHECKUP DO WILL,/ROUTINE CHECKUP DO WILL/*.npy
1769,we will do a stress test to evaluate your heart,HEART STRESS TEST DO WILL,/HEART STRESS TEST DO WILL/*.npy
1770,we will do a test for sexually transmitted infections,SEXUALLY TRANSMITTED INFECTIONS TEST DO,/SEXUALLY TRANSMITTED INFECTIONS TEST DO/*.npy
1771,We will evaluate the post-treatment mobility,POST-TREATMENT MOBILITY EVALUATE WE WILL,/POST-TREATMENT MOBILITY EVALUATE WE WILL/*.npy
1772,we will measure the oxygen levels during the test,OXYGEN LEVELS TEST DURING WE MEASURE,/OXYGEN LEVELS TEST DURING WE MEASURE/*.npy
1773,we will measure your oxygen levels during the test,OXYGEN LEVELS TEST DURING WE MEASURE,/OXYGEN LEVELS TEST DURING WE MEASURE/*.npy
1774,we will monitor your condition closely,YOUR CONDITION WE MONITOR CLOSE,/YOUR CONDITION WE MONITOR CLOSE/*.npy
1775,we will monitor your thyroid levels,THYROID LEVELS MONITOR,/THYROID LEVELS MONITOR/*.npy
1776,We will monitor your vitals every few hours,NEED MONITOR YOUR VITALS EVERY FEW HOURS,/NEED MONITOR YOUR VITALS EVERY FEW HOURS/*.npy
1777,we will perform routine checkup,ROUTINE CHECKUP DO WILL,/ROUTINE CHECKUP DO WILL/*.npy
1778,We will review the progress since the procedure,PROCEDURE SINCE PROGRESS REVIEW WE WILL,/PROCEDURE SINCE PROGRESS REVIEW WE WILL/*.npy
1779,We will review your current medication list,MEDICATION LIST CURRENT REVIEW WE WILL,/MEDICATION LIST CURRENT REVIEW WE WIL/*.npy
1780,we will review your medical history before we continue,WE REVIEW YOUR MEDICAL HISTORY BEFORE CONTINUE,/WE REVIEW YOUR MEDICAL HISTORY BEFORE CONTINUE/*.npy
1781,We will schedule for a bone density scan,BONE DENSITY TEST SCHEDULE WE WILL,/BONE DENSITY TEST SCHEDULE WE WILL/*.npy
1782,We will schedule the yearly physical exam,PHYSICAL EXAM YEARLY SCHEDULE WE WILL,/PHYSICAL EXAM YEARLY SCHEDULE WE WILL/*.npy
1783,We will schedule your annual physical exam,PHYSICAL EXAM YEARLY SCHEDULE WE WILL,/PHYSICAL EXAM YEARLY SCHEDULE WE WILL/*.npy
1784,We will take a small sample for a biopsy,SMALL SAMPLE TAKE WE WILL FOR BIOPSY,/SMALL SAMPLE TAKE WE WILL FOR BIOPSY/*.npy
1785,we'll be checking for any abnormalities in your blood work,BLOOD WORK ABNORMALITIES CHECK WE DO,/BLOOD WORK ABNORMALITIES CHECK WE DO/*.npy
1786,we'll be checking for any signs of infection,INFECTION SIGNS CHECK WE DO,/INFECTION SIGNS CHECK WE DO/*.npy
1787,we'll be doing a digital exam,CHECKUP DIGITAL EXAM DO,/CHECKUP DIGITAL EXAM DO/*.npy
1788,we'll be doing a routine check of your blood levels,BLOOD LEVELS ROUTINE CHECK WE DO,/BLOOD LEVELS ROUTINE CHECK WE DO/*.npy
1789,we'll be doing a skin test to check for allergies,SKIN TEST DO FOR ALLERGIES CHECK,/SKIN TEST DO FOR ALLERGIES CHECK/*.npy
1790,we'll be monitoring your condition closely,YOUR CONDITION WE MONITOR CLOSE,/YOUR CONDITION WE MONITOR CLOSE/*.npy
1791,we'll be performing an allergy skin test,ALLERGY SKIN TEST DO WILL,/ALLERGY SKIN TEST DO WILL/*.npy
1792,We’ll begin with checking your heart functioning,CHECK HEART FUNCTION WE START,/CHECK HEART FUNCTION WE START/*.npy
1793,We’ll check how well your balance and coordination are working,BALANCE COORDINATION CHECK NEED,/BALANCE COORDINATION CHECK NEED/*.npy
1794,We’ll do a digital exam during your check-up,CHECKUP DIGITAL EXAM DO,/CHECKUP DIGITAL EXAM DO/*.npy
1795,We’ll do a routine check of your blood levels,BLOOD LEVELS ROUTINE CHECK WE DO,/BLOOD LEVELS ROUTINE CHECK WE DO/*.npy
1796,We’ll do a stress test for your heart,HEART STRESS TEST DO WILL,/HEART STRESS TEST DO WILL/*.npy
1797,We’ll give you instructions for aftercare at home,INSTRUCTIONS AFTER-CARE HOME WE GIVE YOU,/INSTRUCTIONS AFTER-CARE HOME WE GIVE YOU/*.npy
1798,we'll give you some instructions for after-care at home,INSTRUCTIONS AFTER-CARE HOME WE GIVE YOU,/INSTRUCTIONS AFTER-CARE HOME WE GIVE YOU/*.npy
1799,we'll need a urine sample for testing,URINE SAMPLE WE NEED FOR TEST,/URINE SAMPLE WE NEED FOR TEST/*.npy
1800,we'll need to do a few more tests to confirm the diagnosis,MORE TESTS DO NEED CONFIRM DIAGNOSIS,/MORE TESTS DO NEED CONFIRM DIAGNOSIS/*.npy
1801,We’ll need to evaluate your lungs functioning,LUNG FUNCTION EVALUATE NEED,/LUNG FUNCTION EVALUATE NEED/*.npy
1802,We’ll need to monitor your liver functioning,LIVER FUNCTION MONITOR NEED,/LIVER FUNCTION MONITOR NEED/*.npy
1803,we'll need to monitor your vitals every few hours,NEED MONITOR YOUR VITALS EVERY FEW HOURS,/NEED MONITOR YOUR VITALS EVERY FEW HOURS/*.npy
1804,We’ll need to review your medication list for  interactions,MEDICATION LIST REVIEW INTERACTION CHECK NEED,/MEDICATION LIST REVIEW INTERACTION CHECK NEED/*.npy
1805,we'll need to review your vaccination history,VACCINATION HISTORY REVIEW NEED,/VACCINATION HISTORY REVIEW NEED/*.npy
1806,we'll need to schedule a follow-up to assess your treatment progress,FOLLOW-UP SCHEDULE NEED TO ASSESS PROGRESS,/FOLLOW-UP SCHEDULE NEED TO ASSESS PROGRESS/*.npy
1807,we'll need to take some routine blood tests today,TODAY BLOOD TEST ROUTINE NEED WE,/TODAY BLOOD TEST ROUTINE NEED WE/*.npy
1808,we'll need you to sign some consent forms,CONSENT FORMS SIGN NEED YOU,/CONSENT FORMS SIGN NEED YOU/*.npy
1809,We’ll perform a hearing test,HEARING TEST DO WILL,/HEARING TEST DO WILL/*.npy
1810,we'll review your medical history before proceeding,WE REVIEW YOUR MEDICAL HISTORY BEFORE CONTINUE,/WE REVIEW YOUR MEDICAL HISTORY BEFORE CONTINUE/*.npy
1811,We’ll schedule a follow-up to assess your progress,FOLLOW-UP SCHEDULE NEED TO ASSESS PROGRESS,/FOLLOW-UP SCHEDULE NEED TO ASSESS PROGRESS/*.npy
1812,we'll schedule your next appointment before you leave today,YOUR NEXT APPOINTMENT WE SCHEDULE BEFORE YOU LEAVE TODAY,/YOUR NEXT APPOINTMENT WE SCHEDULE BEFORE YOU LEAVE TODAY/*.npy
1813,we'll start with a basic hearing test and proceed from there,"START BASIC HEARING TEST, THEN CONTINUE","/START BASIC HEARING TEST, THEN CONTINUE/*.npy"
1814,we'll start with checking your heart function,CHECK HEART FUNCTION WE START,/CHECK HEART FUNCTION WE START/*.npy
1815,we're going to take a small sample for a biopsy,SMALL SAMPLE TAKE WE WILL FOR BIOPSY,/SMALL SAMPLE TAKE WE WILL FOR BIOPSY/*.npy
1816,were you in contact with anyone sick?,SICK PERSON CONTACT YOU?,/SICK PERSON CONTACT YOU/*.npy
1817,Were you near a person with the same symptoms?,SYMPTOMS SAME PERSON NEAR YOU?,/SYMPTOMS SAME PERSON NEAR YOU/*.npy
1818,What alternatives are there to this medication?,MEDICATION ALTERNATIVE WHAT?,/MEDICATION ALTERNATIVE WHAT?/*.npy
1819,what are the alternatives to this medication?,MEDICATION ALTERNATIVE WHAT?,/MEDICATION ALTERNATIVE WHAT?/*.npy
1820,What are the benefits of cardiac rehabilitation?,CARDIAC REHABILITATION BENEFITS WHAT?,/CARDIAC REHABILITATION BENEFITS WHAT/*.npy
1821,What are the benefits of this lifestyle change?,LIFESTYLE CHANGE BENEFITS WHAT?,/LIFESTYLE CHANGE BENEFITS WHAT/*.npy
1822,What are the cardiac rehabilitation benefits?,CARDIAC REHABILITATION BENEFITS WHAT?,/CARDIAC REHABILITATION BENEFITS WHAT/*.npy
1823,what are the essential factors for recovery?,"RECOVERY IMPORTANT FACTORS, WHAT?","/RECOVERY IMPORTANT FACTORS, WHAT?/*.npy"
1824,What are the interactions of my medications?,MEDICATIONS INTERACTIONS WHAT?,/MEDICATIONS INTERACTIONS WHAT/*.npy
1825,What are the lifestyle changes benefits?,LIFESTYLE CHANGE BENEFITS WHAT?,/LIFESTYLE CHANGE BENEFITS WHAT/*.npy
1826,What are the medications' interactions?,MEDICATIONS INTERACTIONS WHAT?,/MEDICATIONS INTERACTIONS WHAT/*.npy
1827,what are the most important factors in their recovery process?,"RECOVERY IMPORTANT FACTORS, WHAT?","/RECOVERY IMPORTANT FACTORS, WHAT?/*.npy"
1828,What are the potential complications of this surgery?,SURGERY COMPLICATIONS POTENTIAL WHAT?,/SURGERY COMPLICATIONS POTENTIAL WHAT/*.npy
1829,What are the potential side effects if I skip a dose?,DOSE SKIP SIDE EFFECTS POTENTIAL WHAT?,/DOSE SKIP SIDE EFFECTS POTENTIAL WHAT/*.npy
1830,What are the potential side effects of skipping doses?,DOSE SKIP SIDE EFFECTS POTENTIAL WHAT?,/DOSE SKIP SIDE EFFECTS POTENTIAL WHAT/*.npy
1831,what are the risks if they don't follow the treatment plan strictly?,"TREATMENT PLAN, FOLLOW STRICTLY NOT, RISKS WHAT?","/TREATMENT PLAN, FOLLOW STRICTLY NOT, RISKS WHAT?/*.npy"
1832,what are the risks if they don't strictly follow the treatment plan?,"TREATMENT PLAN, FOLLOW STRICTLY NOT, RISKS WHAT?","/TREATMENT PLAN, FOLLOW STRICTLY NOT, RISKS WHAT?/*.npy"
1833,What are the signs of infection I should look for?,INFECTION SIGNS WATCH FOR WHAT?,/INFECTION SIGNS WATCH FOR WHAT?/*.npy
1834,what are the signs of infection i should watch for?,INFECTION SIGNS WATCH FOR WHAT?,/INFECTION SIGNS WATCH FOR WHAT?/*.npy
1835,What are the signs that the condition is worsening?,"CONDITION WORSEN, SIGNS WHAT?","/CONDITION WORSEN, SIGNS WHAT?/*.npy"
1836,what are the signs that their condition is worsening?,"CONDITION WORSEN, SIGNS WHAT?","/CONDITION WORSEN, SIGNS WHAT?/*.npy"
1837,what are the visiting hours?,VISITING HOURS WHAT?,/VISITING HOURS WHAT?/*.npy
1838,What are this surgery's potential complications?,SURGERY COMPLICATIONS POTENTIAL WHAT?,/SURGERY COMPLICATIONS POTENTIAL WHAT/*.npy
1839,What can I do to help them deal with health-related anxiety?,"ANXIETY HEALTH-RELATED, COPE HELP, HOW CAN?","/ANXIETY HEALTH-RELATED, COPE HELP, HOW CAN?/*.npy"
1840,What can I do to help them stay mobile and active?,"ACTIVE STAY, MOBILE HELP, HOW CAN?","/ACTIVE STAY, MOBILE HELP, HOW CAN?/*.npy"
1841,what can we do to make sure they're comfortable during their hospital stay?,"HOSPITAL STAY, COMFORTABLE MAKE SURE, WHAT DO?","/HOSPITAL STAY, COMFORTABLE MAKE SURE, WHAT DO?/*.npy"
1842,What exercises can I do for my condition improvement?,"IMPROVE CONDITION MY, EXERCISES WHAT DO CAN?","/IMPROVE CONDITION MY, EXERCISES WHAT DO CAN?/*.npy"
1843,what exercises can i do to improve my condition?,"IMPROVE CONDITION MY, EXERCISES WHAT DO CAN?","/IMPROVE CONDITION MY, EXERCISES WHAT DO CAN?/*.npy"
1844,What is the difference between my treatment options?,TREATMENT OPTIONS DIFFERENCE WHAT?,/TREATMENT OPTIONS DIFFERENCE WHAT/*.npy
1845,What is the difference in the treatment options?,TREATMENT OPTIONS DIFFERENCE WHAT?,/TREATMENT OPTIONS DIFFERENCE WHAT/*.npy
1846,what precautions should we take to prevent infection at home?,"PREVENT INFECTION HOME, PRECAUTIONS WHAT?","/PREVENT INFECTION HOME, PRECAUTIONS WHAT?/*.npy"
1847,what precautions to take to prevent infection at home?,"PREVENT INFECTION HOME, PRECAUTIONS WHAT?","/PREVENT INFECTION HOME, PRECAUTIONS WHAT?/*.npy"
1848,what should we do if there's an emergency related to their condition?,"EMERGENCY IF, CONDITION RELATED THEIR, DO WHAT?","/EMERGENCY IF, CONDITION RELATED THEIR, DO WHAT?/*.npy"
1849,What should we do if there’s an emergency related to their condition?,"EMERGENCY IF, CONDITION RELATED THEIR, DO WHAT?","/EMERGENCY IF, CONDITION RELATED THEIR, DO WHAT?/*.npy"
1850,what should we expect during the recovery period?,"RECOVERY PERIOD, EXPECT WHAT?","/RECOVERY PERIOD, EXPECT WHAT?/*.npy"
1851,What steps can we take to prevent the condition from recurring?,"CONDITION PREVENT, RECURRING STEPS WHAT?","/CONDITION PREVENT, RECURRING STEPS WHAT?/*.npy"
1852,what steps can we take to prevent this condition from recurring?,"CONDITION PREVENT, RECURRING STEPS WHAT?","/CONDITION PREVENT, RECURRING STEPS WHAT?/*.npy"
1853,What symptoms prompt calling the doctor immediately?,"DOCTOR CALL IMMEDIATE, SYMPTOMS WHAT PROMPT?","/DOCTOR CALL IMMEDIATE, SYMPTOMS WHAT PROMPT?/*.npy"
1854,what symptoms should prompt an immediate call to the doctor?,"DOCTOR CALL IMMEDIATE, SYMPTOMS WHAT PROMPT?","/DOCTOR CALL IMMEDIATE, SYMPTOMS WHAT PROMPT?/*.npy"
1855,what symptoms should prompt me return?,"WHAT SYMPTOMS, COME BACK PROMPT SHOULD?","/WHAT SYMPTOMS, COME BACK PROMPT SHOULD?/*.npy"
1856,what symptoms should prompt me to come back?,"WHAT SYMPTOMS, COME BACK PROMPT SHOULD?","/WHAT SYMPTOMS, COME BACK PROMPT SHOULD?/*.npy"
1857,What to do to keep them comfortable during their hospital stay?,"HOSPITAL STAY, COMFORTABLE MAKE SURE, WHAT DO?","/HOSPITAL STAY, COMFORTABLE MAKE SURE, WHAT DO?/*.npy"
1858,what to expect in te recovery period?,"RECOVERY PERIOD, EXPECT WHAT?","/RECOVERY PERIOD, EXPECT WHAT?/*.npy"
1859,What would help you provide better care?,CARE BETTER PROVIDE HELP WHAT?,/CARE BETTER PROVIDE HELP WHAT/*.npy
1860,When did you first notice these changes?,CHANGES FIRST NOTICE WHEN?,/CHANGES FIRST NOTICE WHEN/*.npy
1861,when do i expect to see results from the treatment?,TREATMENT RESULTS SEE EXPECT WHEN?,/TREATMENT RESULTS SEE EXPECT WHEN?/*.npy
1862,when was the last recommend regular screening?,SCREENING REGULAR RECOMMEND LAST WHEN?,/SCREENING REGULAR RECOMMEND LAST WHEN?/*.npy
1863,When was the last routine check-up?,LAST CHECK-UP ROUTINE WHEN?,/LAST CHECK-UP ROUTINE WHEN/*.npy
1864,When was your last routine check-up?,LAST CHECK-UP ROUTINE WHEN?,/LAST CHECK-UP ROUTINE WHEN/*.npy
1865,When was your last routine physical exam?,LAST PHYSICAL EXAM ROUTINE WHEN?,/LAST PHYSICAL EXAM ROUTINE WHEN/*.npy
1866,Where does it hurt? Can you point at it?,HURT WHERE? POINT CAN YOU?,/HURT WHERE? POINT CAN YOU/*.npy
1867,Who can advice us on choosing medical equipment for home?,"MEDICAL EQUIPMENT HOME USE, ADVISE WHO CAN?","/MEDICAL EQUIPMENT HOME USE, ADVISE WHO CAN?/*.npy"
1868,Would a pill organizer help you manage your medication schedule?,PILL ORGANIZER MANAGE MEDICATION HELP YOU?,/PILL ORGANIZER MANAGE MEDICATION HELP YOU/*.npy
1869,Would it help if we reviewed the instructions together?,INSTRUCTIONS REVIEW TOGETHER HELP YOU?,/INSTRUCTIONS REVIEW TOGETHER HELP YOU/*.npy
1870,Would it help to use a pill organizer to manage your medication schedule?,PILL ORGANIZER MANAGE MEDICATION HELP YOU?,/PILL ORGANIZER MANAGE MEDICATION HELP YOU/*.npy
1871,Would reviewing the instructions together help?,INSTRUCTIONS REVIEW TOGETHER HELP YOU?,/INSTRUCTIONS REVIEW TOGETHER HELP YOU/*.npy
1872,Would you like a consultation with a pain management specialist?,PAIN MANAGEMENT SPECIALIST CONSULTATION WANT YOU?,/PAIN MANAGEMENT SPECIALIST CONSULTATION WANT YOU/*.npy
1873,would you like a copy of your treatment plan for your records?,TREATMENT PLAN COPY WANT FOR RECORD?,/TREATMENT PLAN COPY WANT FOR RECORD?/*.npy
1874,Would you like a guide to meditation?,MEDITATION GUIDE WANT YOU?,/MEDITATION GUIDE WANT YOU/*.npy
1875,Would you like a helpful medication reminder app?,MEDICATION REMINDER APP HELPFUL WANT YOU?,/MEDICATION REMINDER APP HELPFUL WANT YOU/*.npy
1876,Would you like a personalized plan to follow?,PERSONALIZED PLAN FOLLOW WANT YOU?,/PERSONALIZED PLAN FOLLOW WANT YOU/*.npy
1877,Would you like a referral to a mental health specialist?,MENTAL HEALTH SPECIALIST REFERRAL WANT YOU?,/MENTAL HEALTH SPECIALIST REFERRAL WANT YOU/*.npy
1878,Would you like a referral to a specialist for a second opinion?,SPECIALIST SECOND OPINION REFERRAL WANT YOU?,/SPECIALIST SECOND OPINION REFERRAL WANT YOU/*.npy
